Geographic,State,NAME,FY 2021 PPRN
729141,PR,"Utuado Municipio, Puerto Rico","$144,095"
729143,PR,"Vega Alta Municipio, Puerto Rico","$219,596"
729145,PR,Vega Baja Municipio,"$668,459"
729147,PR,"Vieques Municipio, Puerto Rico","$43,332"
729149,PR,"Villalba Municipio, Puerto Rico","$155,214"
729151,PR,"Yabucoa Municipio, Puerto Rico","$182,027"
729153,PR,Yauco Municipio,"$185,045"
600001,AS,American Samoa,"$551,885"
660001,GU,Guam,"$1,821,723"
690001,MP,Northern Marianas,"$564,569"
780001,VI,Virgin Islands,"$1,161,591"
